Gender,Customer_Type,Age,Subscription Plan,Price,Ratings,Time,Buys,satisfaction
1,0,27,1,402,1,0,5,0
1,0,40,3,2248,3,0,0,0
1,1,17,1,1608,3,34,38,0
1,0,37,3,335,1,0,0,0
1,1,52,1,1874,3,0,0,0
0,1,15,1,1416,3,0,0,0
0,1,52,3,3309,5,11,5,1
1,0,26,1,427,1,1,0,0
1,1,56,3,2862,4,0,0,1
1,0,28,1,775,2,355,391,0
1,1,61,3,705,3,5,0,1
0,1,45,3,1798,5,4,0,1
1,1,25,1,1709,3,8,9,0
1,1,37,3,3490,3,7,0,1
1,1,26,3,997,1,33,18,0
0,1,41,1,1076,2,23,0,0
1,1,32,3,3831,1,97,94,1
1,1,39,3,2263,2,0,0,1
1,0,43,1,1008,4,51,46,1
1,1,40,3,2300,2,0,0,0
0,1,38,3,3585,3,0,0,1
0,1,46,3,1548,1,74,85,1
0,1,64,3,406,1,23,17,1
0,1,43,3,241,3,0,19,1
1,1,47,1,667,2,0,7,0
0,1,36,3,3499,3,119,126,0
1,1,45,3,3328,3,160,146,0
1,1,33,1,569,2,0,0,0
1,1,51,3,715,2,0,0,1
1,1,18,1,315,4,0,22,1
1,1,52,1,296,2,211,213,0
0,1,69,1,1205,4,8,2,0
1,1,42,3,2675,4,6,23,1
0,0,38,3,163,4,17,11,0
0,1,48,3,273,0,0,0,1
1,1,8,3,888,4,0,0,0
1,1,27,3,2501,4,14,3,1
0,1,52,3,183,2,0,0,0
1,1,22,3,1056,4,0,0,1
0,1,44,1,181,3,1,0,0
0,1,51,3,334,1,16,13,1
1,1,60,3,1846,3,22,22,1
1,0,9,1,583,1,0,0,0
1,1,56,3,184,2,0,0,1
0,1,52,3,2390,3,46,45,1
1,1,60,2,223,1,31,46,0
1,1,38,1,1447,3,7,0,0
1,1,36,3,2512,3,11,0,1
1,1,48,3,84,0,0,0,1
1,1,15,1,507,2,6,0,0
0,1,21,1,301,4,0,0,0
0,1,32,1,448,1,0,0,0
0,1,42,3,896,3,0,3,1
0,1,40,3,1013,3,0,0,0
1,1,35,3,3572,4,154,139,1
0,1,40,3,2009,5,0,0,1
1,1,65,3,1726,4,0,0,1
1,1,54,3,588,3,1,14,1
1,1,51,3,474,3,0,0,0
0,1,50,3,992,2,16,22,1
0,0,18,3,763,5,17,0,1
0,1,55,3,2752,1,0,0,1
0,1,55,3,2235,2,0,0,1
0,1,49,3,2342,5,0,0,1
0,0,22,3,1110,4,293,265,1
1,1,56,3,2465,5,0,0,1
1,1,16,1,271,4,77,120,0
0,1,15,1,626,4,0,0,0
0,1,54,3,2306,5,0,2,1
0,1,8,1,402,5,0,0,1
0,1,33,3,1776,2,0,0,1
1,1,41,3,190,2,0,0,0
0,1,32,3,661,3,8,6,1
0,0,40,3,287,3,0,0,0
1,1,53,3,3451,5,9,16,1
1,0,42,1,329,3,0,0,0
1,1,50,1,1587,3,0,0,0
0,0,43,3,2072,3,36,27,0
0,1,9,3,708,1,20,14,0
1,1,19,1,759,3,2,0,0
0,1,62,1,1488,3,0,0,0
1,1,50,1,932,2,82,71,0
1,1,22,3,2513,4,2,0,1
0,1,14,1,1011,3,15,57,0
0,0,27,1,391,1,0,2,0
0,0,12,1,861,3,0,0,0
1,1,63,3,357,5,0,0,1
1,1,58,3,731,2,0,0,1
0,1,22,3,2125,1,0,0,1
1,0,47,3,444,4,7,0,0
0,1,60,3,3374,3,0,0,0
0,1,60,3,1668,1,0,0,1
0,0,16,1,429,1,13,13,0
1,1,31,1,528,2,0,0,0
1,1,43,3,3518,1,0,0,1
1,1,50,1,361,4,0,12,0
0,1,25,1,67,4,0,0,1
0,1,47,3,3741,2,0,1,1
1,1,45,3,780,4,0,12,0
0,1,47,3,460,2,30,29,0
1,1,50,2,489,4,0,0,1
0,0,65,3,247,2,20,10,1
0,1,18,2,259,2,0,5,0
1,1,43,3,259,2,6,1,1
0,1,54,1,581,4,0,0,0
1,1,35,3,2037,4,0,0,1
1,0,21,1,1235,2,8,20,0
0,0,36,1,304,2,42,47,0
1,1,14,3,2521,3,0,0,1
1,1,22,1,1947,5,25,0,1
0,1,32,3,1660,5,1,4,1
0,1,38,1,951,4,27,13,0
0,1,25,3,2822,2,0,0,0
0,1,59,1,722,3,0,0,0
0,1,55,1,391,3,0,0,0
1,1,39,1,1039,1,0,0,0
0,1,30,3,1884,5,0,0,1
0,1,60,1,112,3,154,176,0
1,1,48,3,192,2,0,0,1
0,1,37,1,84,2,2,0,0
0,1,48,1,446,3,156,146,0
1,1,76,3,3902,3,0,0,0
1,0,37,1,1773,1,5,4,0
1,1,38,1,1744,1,0,3,0
0,1,18,1,283,3,86,82,0
1,1,29,3,2377,3,6,5,1
1,1,45,3,2174,3,0,0,1
0,1,40,3,127,0,0,0,1
1,0,27,1,696,1,0,0,0
0,1,58,1,306,1,3,7,0
1,1,72,3,3579,2,16,16,0
0,1,59,1,1190,2,0,0,0
0,0,15,1,1322,2,27,10,0
0,1,21,1,288,2,1,0,0
1,1,19,1,447,1,0,0,0
0,1,43,3,1927,3,0,0,0
0,1,35,1,248,5,2,3,1
1,1,44,3,2064,2,51,42,1
1,1,34,3,3994,5,4,0,1
0,1,22,3,1674,5,1,29,1
0,1,22,3,1590,2,1,3,0
0,1,39,3,3875,1,0,0,0
1,1,53,1,280,3,0,0,0
0,1,47,2,569,2,20,28,0
0,1,20,3,1111,2,89,71,0
0,1,28,3,1025,2,0,0,0
1,1,39,1,837,2,3,0,0
1,1,66,3,3740,1,0,0,1
1,1,41,3,2691,5,13,0,1
0,1,14,2,1674,3,56,53,0
0,1,54,1,1747,1,2,0,0
0,1,33,1,158,2,92,84,0
0,1,20,1,391,4,30,2,1
0,1,34,1,601,3,0,0,0
0,1,19,2,551,4,0,0,1
1,1,39,3,3115,2,0,0,1
0,1,47,3,643,2,8,0,1
0,1,23,2,368,2,8,4,0
0,1,46,3,2571,1,0,0,1
1,1,51,1,590,4,0,0,1
0,1,56,3,241,2,0,0,1
1,1,59,1,853,2,45,37,0
0,1,45,3,2590,2,0,0,0
0,0,31,3,1660,3,1,30,0
0,1,45,1,898,2,0,0,0
0,0,22,1,311,0,0,0,1
0,1,11,1,602,1,3,2,0
0,1,28,1,235,3,0,0,0
1,1,30,1,1020,1,50,35,0
0,1,21,3,992,1,8,0,0
1,1,52,1,1028,3,0,0,0
1,0,20,3,967,5,74,62,1
1,0,27,3,668,0,1,0,1
0,1,22,3,534,3,0,0,1
1,0,24,1,447,3,42,64,0
1,0,55,1,1504,4,8,35,1
0,1,54,3,2608,3,0,0,0
1,0,25,1,954,1,0,0,0
0,1,45,3,3317,2,0,0,0
1,1,49,1,236,4,0,0,0
1,1,40,1,859,3,22,0,0
1,1,45,2,1199,0,0,0,1
1,1,24,1,371,3,19,10,0
1,1,49,1,543,2,20,13,0
0,1,60,3,2577,5,0,0,1
1,1,59,3,3817,2,0,0,1
0,1,27,1,689,3,0,0,0
1,1,29,3,3801,3,6,0,1
0,1,47,3,2858,2,0,0,0
0,1,10,3,1633,4,0,0,1
1,1,45,2,1119,2,0,0,0
0,1,59,3,3115,2,4,13,1
0,1,55,1,236,5,1,4,1
1,0,30,3,1464,5,0,0,1
0,1,51,3,2468,3,82,104,1
0,1,31,1,224,4,4,11,0
1,1,62,1,853,2,32,74,0
1,0,29,1,2486,2,0,0,0
0,1,40,3,3925,1,0,0,1
1,1,37,3,1908,5,0,0,1
0,1,45,3,3331,5,17,0,1
0,1,53,1,792,5,0,11,1
0,1,57,1,1726,3,5,12,0
1,1,58,3,3141,1,0,8,1
1,1,14,1,534,3,154,164,0
1,0,37,1,230,3,72,99,0
1,1,26,1,526,4,37,23,0
1,1,56,3,2099,1,0,0,1
0,1,33,1,725,3,3,0,0
1,0,20,1,143,2,0,0,0
0,1,56,1,707,3,0,9,0
0,1,45,1,135,3,0,13,0
1,1,51,1,679,4,0,1,1
0,1,46,1,770,4,0,0,1
0,0,21,1,230,5,2,0,1
0,0,54,1,1211,3,0,0,0
0,1,34,1,912,3,10,0,0
0,1,66,1,1097,3,0,0,0
0,1,36,2,204,2,0,0,0
1,1,46,3,1906,2,0,0,1
0,1,60,2,1087,4,0,0,1
0,0,24,3,184,0,0,0,1
0,1,40,1,351,2,0,37,0
1,1,54,3,1705,2,0,0,0
0,1,73,1,429,4,76,64,0
1,0,37,1,328,4,0,3,0
1,1,7,1,152,3,0,0,0
1,1,22,1,343,2,9,0,0
0,1,34,3,2065,5,5,0,1
1,1,28,1,488,3,28,27,0
1,1,45,3,2133,2,53,43,1
0,1,42,1,2556,4,0,0,0
0,1,53,1,837,5,0,0,1
1,1,49,3,2422,1,16,1,1
0,1,48,3,1723,4,20,3,1
0,1,32,3,1363,1,58,48,1
1,0,25,1,649,1,0,5,0
0,1,51,3,315,2,0,0,0
0,1,25,3,3500,3,0,0,0
0,0,23,1,479,3,0,0,0
1,1,10,1,1182,1,30,22,0
1,1,31,1,1299,2,0,0,0
0,0,27,1,247,1,0,0,0
1,1,38,2,371,5,0,0,1
1,1,64,1,270,3,28,25,0
0,1,39,3,3164,3,74,73,0
1,1,21,3,628,2,1,8,0
1,1,23,3,1558,5,86,93,1
1,0,17,1,109,4,60,49,0
0,1,33,2,859,2,14,0,0
1,1,41,1,2586,2,0,0,0
0,1,44,1,1119,2,3,1,0
0,1,44,1,900,5,0,0,1
1,1,45,3,1013,5,0,0,1
1,1,68,1,89,2,13,12,1
0,1,56,3,436,2,20,9,0
1,1,31,1,432,1,0,0,0
0,0,40,1,184,3,0,0,0
0,1,15,1,228,3,21,14,0
1,1,47,3,2615,5,0,0,1
1,1,45,3,2724,5,0,0,1
1,1,30,1,163,4,0,0,1
1,1,36,3,158,2,3,1,1
0,1,30,3,2210,5,0,0,1
1,0,23,1,427,2,7,0,0
0,1,60,3,2496,3,0,0,1
0,1,36,1,404,5,16,0,1
1,1,9,1,393,4,0,0,0
1,1,53,1,2565,2,0,0,0
1,1,35,1,888,4,10,29,1
1,1,35,3,1592,2,0,0,1
0,1,56,1,738,4,0,0,0
1,1,47,3,502,4,26,4,1
0,1,49,1,399,4,0,1,0
1,0,24,1,163,4,0,0,1
1,1,31,1,1956,3,5,0,1
1,0,71,2,436,4,0,0,0
0,1,32,2,578,2,39,36,0
0,1,66,1,496,1,0,0,0
1,1,46,3,159,2,35,30,1
1,0,24,1,405,1,0,0,0
1,1,44,1,1744,3,0,0,0
0,1,32,1,67,4,68,72,1
0,1,46,3,3422,4,20,3,0
0,1,47,1,337,5,0,0,1
1,1,42,3,3954,1,5,0,0
1,1,58,1,651,1,0,7,0
0,1,54,3,214,3,0,4,1
1,0,20,3,408,4,0,5,1
0,1,53,1,228,3,0,0,0
1,0,39,3,817,2,0,0,0
1,1,62,2,546,3,42,36,0
1,0,23,1,395,3,32,22,0
1,1,66,1,696,2,0,2,0
1,1,57,3,3242,3,11,5,1
0,1,49,3,2288,2,0,0,1
0,1,50,3,3242,4,0,0,1
0,0,16,1,304,3,0,0,0
1,0,20,1,1849,2,10,13,0
1,0,27,1,305,3,11,4,0
0,0,26,1,1135,2,2,0,0
1,0,24,3,546,0,9,56,1
0,1,29,1,1129,3,0,12,0
1,1,51,1,2399,5,0,0,1
1,0,23,1,606,4,64,68,1
1,1,58,3,3442,4,13,16,1
0,1,24,1,479,3,6,0,0
1,1,40,1,118,2,0,0,0
0,1,51,3,2519,0,0,0,1
0,1,14,1,1124,3,0,0,0
0,1,13,1,2092,2,454,454,0
1,1,37,1,510,2,0,0,0
1,0,21,1,261,1,135,136,0
1,1,42,1,845,4,0,0,0
0,1,48,3,2519,4,0,0,1
1,1,26,3,2596,2,10,0,0
1,1,21,1,746,5,0,0,1
0,0,22,3,328,5,29,26,1
0,1,62,2,696,2,0,14,0
1,1,32,3,1546,4,39,55,1
0,1,24,1,190,2,0,0,0
0,0,24,1,171,4,0,0,1
1,1,61,2,788,5,15,8,1
1,1,36,1,226,5,0,0,1
1,1,49,3,2435,2,2,28,0
1,0,23,1,733,2,44,44,0
0,1,14,2,591,3,3,6,0
0,1,37,3,862,5,0,0,1
0,1,41,2,1744,4,0,0,0
0,1,22,3,712,2,0,3,1
0,0,22,3,616,4,5,3,1
1,1,64,1,317,4,0,0,0
0,1,70,1,1055,3,79,71,0
1,1,43,3,3277,4,0,0,1
0,1,50,3,668,3,4,,1
0,1,38,1,1013,5,0,0,1
1,1,39,3,515,1,0,0,1
1,1,26,3,1389,3,10,0,1
0,1,44,3,3097,1,0,0,1
1,1,8,1,140,3,11,6,0
1,1,16,1,600,2,10,18,0
1,1,46,3,521,1,0,0,1
1,1,49,3,622,5,2,0,1
1,1,46,1,1052,3,0,0,0
1,1,43,3,319,1,0,0,1
1,1,13,1,550,4,0,0,0
0,1,51,3,1884,2,0,0,1
0,1,55,3,164,4,61,66,1
1,0,21,1,1506,2,0,0,0
1,1,71,3,2605,2,0,0,0
0,1,36,1,1005,2,0,0,0
1,1,26,3,1598,2,0,42,1
1,1,34,3,3389,1,40,24,1
0,0,59,3,184,4,0,0,1
0,1,57,3,190,0,0,0,1
0,0,22,1,768,2,39,13,0
1,1,46,3,1096,3,47,41,0
0,1,58,3,2349,4,0,0,1
1,1,60,3,2863,2,9,5,1
0,1,52,3,1235,3,0,0,1
0,0,22,1,273,1,1,0,0
0,0,8,3,1587,3,1,0,0
0,1,63,1,813,2,8,5,0
1,1,46,3,2467,5,0,0,1
0,1,35,1,1709,4,4,10,0
0,0,50,3,551,3,1,16,0
0,1,29,3,2768,2,0,0,0
0,1,32,1,2586,1,0,0,0
1,1,64,2,650,1,0,0,0
1,1,50,1,991,2,0,0,0
1,1,39,3,700,1,21,16,1
0,1,25,3,2335,4,28,30,1
1,1,28,2,591,4,23,27,1
1,1,38,1,288,4,10,0,1
0,1,42,1,366,2,0,2,0
1,1,70,1,853,2,11,61,0
0,1,38,1,192,3,0,0,0
1,0,22,1,1262,5,0,0,1
0,1,38,1,266,4,0,3,1
0,1,48,1,240,2,25,33,0
0,1,50,3,184,4,0,0,1
0,1,51,3,1572,5,16,2,1
0,1,25,1,547,1,44,39,0
1,1,29,1,442,2,15,21,0
1,0,22,3,1242,4,25,41,1
0,1,36,2,1521,4,13,0,0
0,1,40,3,214,3,0,16,1
1,1,29,1,337,3,3,0,0
1,1,40,1,296,2,0,0,0
1,1,46,3,1819,3,0,0,1
1,1,16,3,337,3,2,0,1
1,0,22,1,967,3,1,0,0
1,1,52,1,157,5,0,0,1
1,1,16,2,1119,2,0,4,0
0,1,66,1,223,4,0,0,0
0,1,33,1,352,1,0,0,0
1,1,36,1,356,2,0,0,0
0,1,38,1,628,3,15,14,0
0,1,31,3,1913,3,9,0,1
1,1,41,3,201,0,0,0,1
1,1,42,3,1620,1,19,17,1
1,1,39,1,451,3,48,39,0
0,1,11,1,1444,1,0,0,0
0,1,39,1,347,3,0,0,0
0,1,45,1,354,4,4,16,0
1,0,10,1,657,4,45,31,0
0,1,60,3,2870,2,18,27,1
1,1,68,1,408,3,0,33,0
0,1,66,1,200,4,0,0,0
0,1,31,1,302,1,0,0,0
0,1,18,1,1620,3,0,0,0
1,1,38,1,83,5,39,69,1
1,1,70,1,738,3,0,0,0
1,1,44,1,696,2,0,0,0
1,1,26,3,528,0,10,0,1
0,0,25,1,544,3,20,6,0
0,1,56,1,251,1,69,78,0
1,1,52,1,209,2,0,0,0
1,1,66,1,337,2,1,0,0
0,1,62,1,2182,4,7,0,1
1,0,26,1,862,3,27,24,0
0,1,28,3,693,4,0,38,1
1,0,26,1,391,2,0,0,0
0,1,60,3,700,3,0,0,1
0,1,51,3,2777,4,27,11,1
1,1,38,3,328,1,2,0,1
0,1,40,1,364,3,0,0,0
1,1,33,1,323,2,110,112,0
0,0,18,1,361,3,0,0,0
1,1,26,3,3015,4,15,4,1
0,1,37,3,463,5,1,0,1
0,1,15,3,2422,4,0,5,1
0,1,40,1,393,3,2,0,0
0,1,60,3,283,0,36,,1
0,1,42,2,1133,5,80,100,1
0,1,32,1,177,3,25,17,0
0,1,42,1,3002,3,0,0,0
0,1,53,3,2521,1,0,9,1
1,1,66,2,281,4,81,83,1
1,1,59,3,3765,3,0,1,1
1,0,12,1,859,4,0,0,1
1,1,35,3,3607,0,0,12,1
1,1,55,1,67,2,0,0,0
1,0,28,1,937,1,151,186,0
0,1,33,1,2311,4,0,0,1
0,0,36,3,401,4,0,0,0
0,1,48,1,1197,1,9,0,0
1,1,66,1,577,3,0,0,0
1,0,33,1,383,1,0,0,0
1,1,53,2,1010,4,92,167,1
1,1,49,2,583,3,0,2,0
0,1,67,2,680,3,6,4,0
1,1,29,3,1635,5,0,0,1
1,1,51,3,2611,5,0,0,1
0,1,14,1,1533,3,25,31,0
1,1,60,1,241,5,0,0,1
0,1,10,1,1576,2,0,0,0
1,1,7,2,96,1,0,0,0
0,1,41,3,1689,4,0,0,1
1,0,27,3,482,1,0,0,0
0,1,72,1,2583,2,0,5,0
1,1,27,2,1128,3,0,0,0
1,0,25,1,1014,3,0,35,0
0,1,54,3,2897,3,0,0,1
1,1,40,3,674,2,0,0,1
1,1,42,1,253,4,37,28,0
0,1,62,1,2158,2,0,0,0
0,1,28,3,1009,1,2,6,0
1,1,66,3,3974,3,0,0,0
0,1,43,1,937,1,0,0,0
1,1,39,3,1869,2,0,0,1
0,0,21,1,372,2,14,6,0
0,1,59,1,371,4,0,9,1
0,1,49,3,3677,4,0,0,1
1,0,27,1,547,1,0,1,0
0,0,25,1,1139,3,0,0,0
0,1,46,3,369,5,1,3,1
1,1,58,1,390,2,3,3,0
0,1,59,2,999,3,0,0,0
1,1,44,3,3511,5,13,6,1
0,1,8,1,1773,1,0,,0
0,1,67,1,944,2,0,0,0
1,1,28,3,3045,3,7,0,1
0,0,23,1,628,0,0,0,1
1,1,42,1,1379,3,5,0,0
1,1,59,3,1823,1,0,0,1
1,1,17,1,399,2,0,0,0
1,1,45,1,1514,2,1,0,0
1,1,47,3,3119,4,0,0,1
1,1,40,1,1045,4,0,0,1
1,1,54,1,262,2,0,0,0
1,1,51,3,1803,3,50,24,1
0,1,49,3,1756,2,0,0,0
1,1,76,3,3095,4,0,0,0
0,1,54,3,692,4,0,0,1
0,1,55,3,2728,2,0,33,0
0,1,41,3,3463,4,0,18,0
1,0,39,3,1590,3,89,81,0
0,1,36,1,171,3,0,0,1
1,1,41,3,1673,4,0,0,0
0,1,34,3,1547,1,8,13,1
0,0,22,1,733,3,0,0,0
0,1,33,2,236,4,0,0,1
0,1,60,1,2521,3,0,0,0
0,1,52,3,280,0,0,0,1
0,1,38,1,101,5,0,12,1
0,1,41,2,1171,3,0,0,0
0,1,60,3,651,4,0,0,1
1,0,38,3,370,2,0,0,0
1,1,63,2,2342,3,15,0,0
1,1,42,3,1551,3,0,0,1
1,1,41,3,3874,3,0,0,1
0,1,28,3,950,2,8,21,0
1,0,21,1,814,3,67,55,0
0,1,45,2,817,4,0,0,1
0,0,13,1,2521,1,38,42,0
1,1,46,3,2574,5,0,0,1
0,1,19,1,888,4,0,0,0
1,0,25,3,481,5,7,0,1
1,0,26,1,67,3,0,0,0
1,1,20,3,2628,4,10,0,1
0,1,16,1,1061,2,0,0,0
1,1,33,3,1535,3,0,0,0
0,0,38,3,1892,1,5,15,0
1,1,39,1,372,1,87,90,0
0,0,37,1,1237,2,0,0,0
0,1,42,1,1751,2,1,0,0
0,1,24,3,462,5,46,,1
1,1,39,3,2976,5,0,0,1
0,1,28,3,600,3,0,4,1
0,1,12,2,728,3,64,77,0
0,0,46,1,406,3,94,99,0
0,1,39,1,73,5,0,0,1
0,1,15,1,1464,3,0,0,0
1,1,31,3,1337,5,34,33,1
0,0,25,1,936,3,2,3,0
1,1,50,1,641,1,0,0,0
0,1,38,1,2475,2,2,22,0
0,1,36,3,253,1,0,12,0
1,0,22,1,853,2,130,109,0
1,1,44,1,867,1,6,0,0
0,1,36,3,577,1,2,0,0
1,1,25,1,951,3,0,0,0
0,1,58,1,237,1,0,0,0
0,1,40,3,2688,4,0,22,1
1,1,57,3,1697,3,0,0,1
0,1,25,3,2881,3,0,0,0
1,1,50,2,1605,3,8,0,0
0,1,46,3,2751,4,0,0,1
0,0,25,1,86,1,459,445,0
0,1,39,3,1818,1,8,2,1
0,1,52,3,2077,4,0,0,1
1,1,70,1,616,2,0,0,0
0,0,23,1,590,3,16,7,0
1,1,65,1,844,3,10,26,0
1,0,13,1,860,2,13,0,0
1,1,45,1,139,3,2,26,1
1,1,37,2,1999,3,6,0,0
1,1,21,3,1182,1,41,43,1
0,0,33,3,631,3,17,10,0
1,1,51,3,561,4,25,7,1
0,0,24,1,846,1,0,2,0
1,1,40,2,645,3,0,2,0
1,1,67,1,108,3,10,0,1
0,1,51,3,2067,4,0,0,1
0,1,29,2,181,1,19,23,0
0,1,28,2,762,5,0,0,1
0,1,9,1,109,1,9,14,0
1,0,42,2,228,1,0,0,0
0,1,44,3,1732,5,0,0,1
0,1,57,1,599,3,0,8,0
0,1,20,1,611,1,8,0,0
1,1,28,2,542,4,0,0,1
0,1,49,3,2444,2,36,36,0
1,1,52,3,2540,1,4,0,1
1,1,66,1,1912,4,5,13,0
1,1,28,3,3897,4,8,0,1
0,1,61,1,1205,2,0,0,0
1,1,50,1,405,1,0,0,0
1,1,62,2,517,4,51,47,0
0,1,40,3,2165,4,75,58,1
1,1,15,1,1533,3,5,0,0
0,1,30,1,1189,2,0,0,0
0,1,29,1,413,3,38,31,0
0,1,43,3,462,4,0,0,0
0,1,39,3,431,3,13,37,1
0,1,45,3,1927,5,0,0,1
1,1,32,1,316,2,0,0,0
0,0,49,3,1188,3,2,19,0
0,1,51,3,1460,5,0,0,1
1,1,56,3,177,4,0,0,1
0,1,14,2,919,2,0,0,0
0,1,44,3,1543,5,0,0,1
1,1,23,1,302,1,0,0,0
1,1,47,3,1892,5,8,0,1
0,1,11,1,409,1,0,0,0
1,0,29,1,216,1,0,0,0
0,1,40,3,1514,1,0,0,1
0,1,24,3,1123,3,0,15,0
1,1,40,3,377,5,0,0,1
0,1,30,3,1967,3,0,0,0
0,0,37,1,631,4,0,0,0
0,1,65,3,447,2,2,0,0
0,0,41,1,739,4,15,7,0
1,1,57,3,3103,4,0,0,1
0,1,48,3,337,1,1,0,1
1,0,25,1,338,4,20,8,0
1,1,43,1,678,3,15,49,0
0,0,38,3,814,2,4,13,0
0,1,68,1,486,2,49,34,0
1,0,52,1,696,2,0,0,0
0,1,53,3,1886,4,0,0,1
1,1,26,3,646,5,0,0,1
0,0,39,3,1005,4,0,0,0
1,1,20,1,2227,3,0,0,0
0,1,50,3,3938,4,55,49,1
1,1,58,2,581,3,0,0,0
1,1,22,3,3082,5,3,0,1
0,0,23,1,264,5,9,0,1
0,1,26,2,196,4,3,0,0
0,1,29,3,3938,5,0,0,1
1,1,27,3,588,5,0,0,1
1,1,58,1,425,1,0,0,0
1,0,30,1,600,1,45,35,0
0,0,27,1,1024,1,8,1,0
1,1,61,1,1990,3,51,58,0
1,1,19,3,2611,1,0,6,0
0,1,22,1,515,1,0,0,0
1,1,23,1,1096,4,0,0,1
1,1,53,1,236,2,10,9,0
1,1,49,3,3399,4,3,14,1
1,0,38,3,1605,3,2,0,0
0,1,64,1,1035,2,4,0,0
1,1,48,1,238,3,0,0,0
1,0,32,1,451,2,33,17,0
0,1,53,1,857,3,22,15,0
1,1,59,3,3894,4,0,0,1
0,1,55,2,530,2,39,22,0
0,0,32,1,255,3,42,40,0
1,0,26,3,196,1,0,0,0
0,0,22,1,157,4,0,0,1
0,1,54,1,1770,4,0,0,1
0,0,25,1,261,0,2,3,1
0,1,67,3,250,0,0,0,1
1,1,57,3,2347,2,11,3,1
1,1,39,1,605,2,0,0,0
1,1,63,1,309,1,0,0,0
0,1,49,1,507,1,44,41,0
0,1,36,1,634,4,0,0,1
1,1,36,3,1769,5,15,95,1
0,1,29,1,545,1,9,40,0
1,1,34,3,1808,1,6,0,1
0,1,38,1,689,5,0,0,1
1,0,27,1,209,3,0,0,0
1,1,44,1,158,4,0,6,1
1,1,24,3,2700,3,0,20,1
0,1,27,3,248,4,4,0,0
1,1,59,3,1020,1,0,0,1
1,1,60,1,216,4,0,3,1
1,1,30,3,1914,4,0,21,1
0,1,42,1,515,2,0,0,0
0,0,23,1,416,3,2,17,0
0,1,54,3,1379,1,4,0,1
1,1,41,3,1676,5,11,2,1
0,1,37,2,109,4,31,47,0
0,1,68,2,594,3,0,0,0
1,1,60,1,978,3,0,4,1
1,1,12,1,391,1,46,38,0
1,1,49,1,1050,2,71,60,0
0,1,60,1,157,2,4,0,0
1,1,40,3,2377,1,32,31,1
0,1,40,3,2933,0,0,0,1
0,1,63,3,2046,2,3,0,1
0,1,60,3,2007,3,0,0,1
0,1,12,1,1050,3,0,0,0
1,1,25,1,628,2,83,75,0
0,0,25,3,251,4,10,6,0
0,1,46,1,819,4,14,4,0
1,0,48,3,712,3,0,0,1
0,0,19,1,1404,3,16,0,0
0,1,30,3,2475,3,0,0,1
1,1,34,2,170,5,0,0,1
0,1,58,2,852,1,0,2,0
1,1,53,2,402,3,0,6,0
1,1,49,1,261,3,0,0,1
0,1,12,1,227,4,134,133,0
1,1,47,3,3700,3,61,64,1
0,1,42,3,2267,1,0,0,1
0,0,27,1,264,2,0,0,0
0,1,61,1,2075,2,3,0,0
0,1,48,1,1235,3,34,12,0
1,1,54,3,2633,1,54,35,1
1,0,22,3,101,3,0,0,0
0,1,9,1,173,4,11,5,0
1,0,28,1,533,3,0,0,0
0,1,66,1,533,5,10,0,1
1,1,20,1,592,2,0,0,0
1,0,44,3,715,3,50,44,1
1,0,27,1,408,2,0,0,0
0,1,39,3,423,2,53,52,0
1,0,22,3,342,2,49,45,0
0,1,65,1,2381,1,0,0,0
1,1,43,3,2565,2,2,16,0
0,1,65,1,405,3,0,0,0
0,0,27,1,295,1,19,22,0
0,0,39,3,247,1,0,0,0
1,1,47,1,1547,4,23,0,0
1,0,39,1,102,4,0,0,1
0,1,58,3,762,4,0,0,1
1,1,45,1,822,3,9,0,0
1,0,26,1,406,2,0,10,0
1,1,50,3,2875,2,2,0,1
0,1,76,3,3257,3,0,18,0
0,1,31,1,332,1,0,0,0
0,1,8,1,620,2,0,0,0
0,1,60,2,361,2,74,55,0
0,0,26,1,620,4,0,0,0
1,0,43,3,2311,4,0,0,1
1,1,21,3,3301,1,0,1,0
0,1,38,3,1121,5,269,260,1
0,1,52,3,2904,3,12,6,1
1,1,31,1,1080,1,6,0,0
1,0,17,1,163,2,0,0,0
1,1,8,2,110,4,0,0,1
1,1,61,1,541,4,0,0,0
1,1,70,1,448,3,34,28,0
1,1,61,3,1701,2,0,0,1
1,1,39,3,402,3,58,51,1
0,1,44,3,1011,5,5,20,1
1,1,39,3,967,5,0,0,1
1,1,43,1,651,2,222,223,0
0,0,37,3,946,5,37,37,1
1,1,7,1,257,3,0,0,0
0,1,52,3,3274,2,0,0,1
1,1,25,3,551,3,0,0,1
1,1,7,1,644,1,94,104,0
1,1,59,1,936,2,0,9,0
1,1,41,2,1189,3,120,99,0
0,1,57,3,2367,1,8,0,1
1,1,25,1,781,3,0,0,0
0,1,75,2,236,2,6,3,0
1,1,62,3,2555,0,2,0,1
0,1,18,2,918,2,71,82,0
0,1,7,3,585,1,44,37,0
0,1,36,1,1085,3,17,22,0
0,1,51,2,399,4,0,0,1
1,1,13,1,1346,3,0,0,0
0,1,67,1,270,1,0,2,0
0,1,20,1,569,3,2,0,0
0,1,65,1,158,3,8,8,0
1,1,17,1,762,3,0,0,1
0,1,52,3,2637,1,0,0,0
1,1,63,1,299,0,12,0,1
1,0,21,3,944,0,0,5,1
1,1,46,3,3927,3,0,0,1
0,1,23,3,323,3,0,5,1
1,1,51,3,3384,3,0,0,1
